author,created_at,followers,following,verified,verified_type,followers_impact,ffproportion
16834659,2008-10-18 02:39:23+00:00,675599,14319,False,none,0.004362283309502916,0.9792453595934589
74264602,2009-09-14 21:07:45+00:00,22746,1184,False,none,0.00014686892099892586,0.9505223568742165
89457976,2009-11-12 14:32:13+00:00,26711,2184,True,blue,0.00017247057719169565,0.9244159889254197
8973062,2007-09-19 12:52:21+00:00,1321313,306,True,blue,0.008531601803035863,0.9997684657983882
21851493,2009-02-25 09:57:03+00:00,10758,523,False,none,6.946345960197153e-05,0.9536388618030317
92771309,2009-11-26 15:08:39+00:00,395516,5389,False,none,0.0025538120178409903,0.9865579127224654
34262462,2009-04-22 12:55:28+00:00,360492,318,False,none,0.002327665130956862,0.9991186497048308
64643056,2009-08-11 06:12:45+00:00,3156930,677,True,business,0.0203840192899472,0.9997855971309919
7309052,2007-07-07 06:52:31+00:00,1073140,2308,True,business,0.0069291705742015,0.9978539176231673
100936791,2010-01-01 08:32:13+00:00,43451,239,True,blue,0.00028055928454780307,0.9945296406500344
92771309,2009-11-26 15:08:39+00:00,395516,5389,False,none,0.0025538120178409903,0.9865579127224654
64643056,2009-08-11 06:12:45+00:00,3156930,677,True,business,0.0203840192899472,0.9997855971309919
3108351,2007-04-01 06:22:13+00:00,20596938,1094,True,business,0.13299261672125975,0.9999468881298951
28139873,2009-04-01 16:41:13+00:00,371396,800,False,none,0.0023980712997149862,0.9978505948478759
18424289,2008-12-28 08:02:32+00:00,2180631,168,True,business,0.014080142533491987,0.9999229640145653
17895820,2008-12-05 12:05:48+00:00,1021335,907,True,business,0.006594670246568098,0.9991127345579618
26574283,2009-03-25 19:48:57+00:00,783722,54,True,business,0.005060424008754075,0.9999311027640551
7744592,2007-07-26 19:56:22+00:00,4135404,7585,True,business,0.02670193983006428,0.9981691962011002
16887175,2008-10-21 14:58:45+00:00,1392830,4056,True,business,0.0089933807805739,0.9970963987039744
2487323707,2014-05-10 08:49:11+00:00,151,175,False,none,9.749937162946367e-07,0.46319018404907975
827765124,2012-09-16 21:26:12+00:00,5751,702,False,none,3.713370107556593e-05,0.891213389121339
7744592,2007-07-26 19:56:22+00:00,4135404,7585,True,business,0.02670193983006428,0.9981691962011002
38400130,2009-05-07 09:14:43+00:00,1256680,178,True,blue,0.008114272207901617,0.9998583770004249
5943072,2007-05-10 23:12:41+00:00,17737,785,False,none,0.00011452624864846339,0.9576179678220494
89457976,2009-11-12 14:32:13+00:00,26711,2184,True,blue,0.00017247057719169565,0.9244159889254197
2566535282,2014-06-14 05:49:56+00:00,431290,1317,False,none,0.0027848015887464495,0.9969556664593962
6017542,2007-05-13 23:06:45+00:00,9479764,538,True,business,0.061210002198384836,0.9999432507529823
134196350,2010-04-17 18:27:21+00:00,1063198,598,True,business,0.0068649759548147365,0.9994378621465018
2280470022,2014-01-07 11:38:00+00:00,239294,1815,True,blue,0.0015451003069338332,0.9924722843195402
64643056,2009-08-11 06:12:45+00:00,3156930,677,True,business,0.0203840192899472,0.9997855971309919
24165761,2009-03-13 12:55:21+00:00,253327,1227,False,none,0.00163571015342895,0.9951798046779858
134196350,2010-04-17 18:27:21+00:00,1063198,598,True,business,0.0068649759548147365,0.9994378621465018
3108351,2007-04-01 06:22:13+00:00,20596938,1094,True,business,0.13299261672125975,0.9999468881298951
22993014,2009-03-05 22:51:02+00:00,875666,255,True,blue,0.005654098328297082,0.9997088778554231
225227311,2010-12-11 01:33:10+00:00,12026,360,False,none,7.765082405403511e-05,0.9709349265299532
28785486,2009-04-04 12:40:32+00:00,17843322,436,True,business,0.11521276044915132,0.9999755656852105
81305054,2009-10-10 07:33:26+00:00,1172171,865991,True,blue,0.00756860502929007,0.5751117918987794
58913244,2009-07-21 20:38:03+00:00,81683,1170,False,none,0.0005274199452191709,0.9858786042750414
26282046,2009-03-24 17:41:22+00:00,256984,47,False,business,0.0016593230807169597,0.9998171426792877
29904219,2009-04-09 03:02:16+00:00,19821,10187,True,blue,0.00012798245331573506,0.660523860303919
428333,2007-01-02 01:48:14+00:00,63922064,122,True,blue,0.41273914392439476,0.9999980914294765
2566535282,2014-06-14 05:49:56+00:00,431290,1317,False,none,0.0027848015887464495,0.9969556664593962
17990493,2008-12-09 13:03:28+00:00,189945,394,False,none,0.0012264581552422832,0.9979300090890464
1652541,2007-03-20 17:46:05+00:00,25748529,1236,True,business,0.1662559866147697,0.9999519995619377
2280470022,2014-01-07 11:38:00+00:00,239294,1815,True,blue,0.0015451003069338332,0.9924722843195402
21866939,2009-02-25 13:51:23+00:00,2633541,1562,True,business,0.017004542560293337,0.9994072337969332
271413771,2011-03-24 13:20:16+00:00,198389,2139,False,none,0.0012809803204104416,0.9893331604563951
55186601,2009-07-09 09:04:01+00:00,807228,454,True,blue,0.005212200182894616,0.9994378975884073
342692032,2011-07-26 12:41:53+00:00,17128,418,False,none,0.00011059398922314264,0.9761769064174171
21123640,2009-02-17 19:59:05+00:00,2735,2602,False,none,1.7659654397786964e-05,0.5124601836237587
2402254161,2014-03-11 13:39:49+00:00,37602,188,True,blue,0.00024279280609344986,0.9950251389256417
87818409,2009-11-05 23:49:19+00:00,10902854,1043,True,business,0.07039876913693938,0.9999043461250597
17740486,2008-11-29 19:59:58+00:00,78438,923,False,none,0.0005064672656868789,0.988369602197553
16973333,2008-10-26 00:00:29+00:00,3617890,457,True,business,0.023360397458577504,0.9998736992333792
25049056,2009-03-18 09:22:54+00:00,384795,1114,True,business,0.002484587463984071,0.9971133090961859
18119570,2008-12-14 17:47:26+00:00,99196,144,False,none,0.0006404998455732634,0.9985504328568553
2768501,2007-03-29 02:15:36+00:00,2277180,1145,True,blue,0.014703550932925967,0.9994974378106724
575260236,2012-05-09 08:45:06+00:00,85124,492,False,none,0.0005496381795090375,0.9942534105774622
2280470022,2014-01-07 11:38:00+00:00,239294,1815,True,blue,0.0015451003069338332,0.9924722843195402
5943072,2007-05-10 23:12:41+00:00,17737,785,False,none,0.00011452624864846339,0.9576179678220494
564457556,2012-04-27 09:59:53+00:00,17029,17962,False,none,0.00010995475493232695,0.48666800034294533
9648652,2007-10-24 08:04:57+00:00,389306,15172,False,none,0.0025137145941443698,0.9624899252864185
25979970,2009-03-23 10:23:25+00:00,9203,2747,False,none,5.942296139774531e-05,0.7701255230125523
5402612,2007-04-22 14:42:37+00:00,51723524,3,True,business,0.33397424426897243,0.999999941999315
1652541,2007-03-20 17:46:05+00:00,25748528,1236,True,business,0.16625598015785767,0.9999519995600736
335455570,2011-07-14 18:20:37+00:00,524154,169,False,none,0.003384416267355623,0.9996776795982629
193786214,2010-09-22 17:48:11+00:00,4030,2237,False,none,2.602135547461845e-05,0.64305090154779
51381252,2009-06-27 07:53:20+00:00,55768,2299,False,none,0.0003600890700021146,0.9604078047772401
14511951,2008-04-24 14:07:28+00:00,11000100,5492,True,blue,0.07102667800405718,0.9995009809558631
14940354,2008-05-29 03:01:14+00:00,201681,2632,True,blue,0.0013022364748080705,0.9871178045449873
18040230,2008-12-11 04:04:11+00:00,1605424,75,True,blue,0.01036608153634835,0.9999532855517195
240649814,2011-01-20 12:17:23+00:00,10299132,378,True,business,0.06650058929330473,0.9999632992249146
16834659,2008-10-18 02:39:23+00:00,675599,14319,False,none,0.004362283309502916,0.9792453595934589
7587032,2007-07-19 14:42:53+00:00,8470925,25,True,business,0.054696017524524146,0.9999970487371547
