author,created_at,followers,following,verified,verified_type,followers_impact,ffproportion
2725579568,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28785486,2009-04-04 12:40:32+00:00,17844637,436,True,business,0.11522125128846872,0.9999755674857704
19278423,2009-01-21 06:07:26+00:00,7497,1410,False,none,4.840746947722445e-05,0.8416975412596834
2725579568,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14173315,2008-03-18 23:19:17+00:00,9446994,1347,True,business,0.06099840919121282,0.9998574352894334
14722589,2008-05-10 07:33:08+00:00,10304,4819,False,none,6.653202154105918e-05,0.68134629372479
14090948,2008-03-06 19:51:29+00:00,114644,2372,True,blue,0.0007402462225886247,0.9797292677924386
15754281,2008-08-06 19:55:31+00:00,5026379,935,True,business,0.032454887024604764,0.9998140159934311
972651,2007-03-12 01:28:01+00:00,9134713,2666,True,business,0.05898203824605914,0.9997082314304792
14997555,2008-06-03 21:15:10+00:00,861,1149,False,none,5.559401256487962e-06,0.42835820895522386
25545470,2009-03-20 18:03:08+00:00,19899,1799,False,none,0.00012848609245395349,0.9170891326389529
15108530,2008-06-13 15:54:21+00:00,120013,319,False,none,0.0007749133832693261,0.9973490010969651
759251,2007-02-09 00:35:02+00:00,61872818,1088,True,business,0.39950734277775957,0.9999824158507142
1054379462,2013-01-02 06:40:53+00:00,177,872,False,none,1.1428734290341106e-06,0.16873212583412775
2725579568,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13557972,2008-02-16 17:16:11+00:00,435082,17884,False,none,0.002809286199158299,0.9605180079741085
972651,2007-03-12 01:28:01+00:00,9134713,2666,True,business,0.05898203824605914,0.9997082314304792
225235528,2010-12-11 02:06:01+00:00,604511,1107,False,none,0.0039032743472250803,0.9981721150956544
14090948,2008-03-06 19:51:29+00:00,114644,2372,True,blue,0.0007402462225886247,0.9797292677924386
64643056,2009-08-11 06:12:45+00:00,3160026,677,True,business,0.020404009889587255,0.9997858071448029
16948493,2008-10-24 12:49:50+00:00,332523,626,True,blue,0.0021470717584333872,0.9981209608913729
325265073,2011-06-28 00:54:08+00:00,23905,644,False,none,0.00015435248203988933,0.973766752209866
256596567,2011-02-23 17:32:04+00:00,413819,2178,True,business,0.0026719928786975516,0.9947643853200865
1367531,2007-03-17 19:01:26+00:00,24243348,261,True,blue,0.1565371653108884,0.9999892342761344
28785486,2009-04-04 12:40:32+00:00,17844637,436,True,business,0.11522125128846872,0.9999755674857704
63144098,2009-08-05 14:17:49+00:00,22383,22556,False,none,0.00014452506193260168,0.49807516856182826
193395018,2010-09-21 18:24:17+00:00,128922,8858,False,none,0.0008324380125307097,0.9357091014661054
256363817,2011-02-23 05:02:40+00:00,6027,5187,False,none,3.8915808795415735e-05,0.5374531835205992
236488883,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116520227,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89887215,2009-11-14 06:37:11+00:00,1170821,8171,True,blue,0.007559888198051675,0.9930695034402269
21728303,2009-02-24 04:14:21+00:00,249893,1187,False,none,0.0016135371175232825,0.9952724231320694
172869874,2010-07-30 20:36:56+00:00,33263,3025,False,none,0.00021477626480204305,0.9166391093474426
