author,created_at,followers,following,verified,verified_type,followers_impact,ffproportion
350628549,2011-08-08 02:25:47+00:00,351296,44,False,none,0.002268287367943316,0.9998747651847214

2602158362,2014-07-03 19:42:59+00:00,480662,5,False,none,0.0031035922494146535,0.9999895977880736

22940219,2009-03-05 16:33:48+00:00,22197715,0,True,blue,0.14332869298741194,1.0

27260086,2009-03-28 16:41:22+00:00,111742968,276924,True,blue,0.7215145141729316,0.9975279033477376

813286,2007-03-05 22:08:25+00:00,131936911,551460,True,blue,0.8519050276312896,0.99583767242485

1339835893,2013-04-09 18:04:35+00:00,31307523,985,True,blue,0.20214992183940275,0.9999685389032272

1636590253,2013-07-31 22:41:25+00:00,14234074,70,True,blue,0.09190816362432361,0.9999950822473062

50393960,2009-06-24 18:44:10+00:00,63587065,580,True,blue,0.410576084851779,0.9999908787312378

215952307,2010-11-15 11:40:04+00:00,10580654,2483,True,blue,0.06831835208137559,0.9997653814743209

266135518,2011-03-14 18:36:41+00:00,8937120,996,True,blue,0.057706197627623336,0.9998885671208564

26565946,2009-03-25 19:10:50+00:00,61416938,335,True,blue,0.39656376572223373,0.9999945455083947

44196397,2009-06-02 20:12:29+00:00,155507280,420,True,blue,1.0040968267421897,0.9999972991691086

268414482,2011-03-18 18:36:02+00:00,46533412,77,True,blue,0.30046214766721485,0.9999983452777418

3131144855,2015-04-01 20:15:49+00:00,4709008,463,True,government,0.030405650397226324,0.999901687471905

288333760,2011-04-26 17:26:43+00:00,8292593,81,True,blue,0.05354454348866815,0.9999902323424266

382267114,2011-09-29 19:34:47+00:00,11477710,165,True,business,0.07411056375796103,0.9999856245167332

15485441,2008-07-18 19:46:50+00:00,50260231,10841,True,blue,0.32452589009613847,0.9997843491382081

20536157,2009-02-10 19:14:39+00:00,30408747,294,True,business,0.1963466042741284,0.999990331822697

74286565,2009-09-14 22:35:42+00:00,13359648,2439,True,business,0.08626207186694179,0.9998174686334552

3004231,2007-03-30 19:05:42+00:00,20739832,2774,True,blue,0.13391527070865183,0.9998662655984498

15846407,2008-08-14 03:50:42+00:00,75169377,25368,True,blue,0.48536205452173903,0.999662635999364

17842366,2008-12-03 17:38:39+00:00,9189415,618,True,business,0.05933524424783893,0.9999327532338568

25073877,2009-03-18 13:46:38+00:00,87282233,51,True,blue,0.5635737001269164,0.9999994156889845

25365536,2009-03-19 19:21:56+00:00,75133672,125,True,blue,0.48513151047776354,0.9999983363013053

15492359,2008-07-19 13:22:50+00:00,11190490,689,True,business,0.07225600948515211,0.9999384336538626

17471979,2008-11-18 21:28:10+00:00,29132261,195,True,business,0.18810444646659147,0.9999933064345828

11348282,2007-12-19 20:20:32+00:00,76396691,175,True,government,0.4932867130510134,0.9999977093301183

759251,2007-02-09 00:35:02+00:00,61642723,1091,True,business,0.3980216396045754,0.9999823015493493

18735898,2009-01-07 20:09:17+00:00,280910,266,False,none,0.0018138111579094464,0.9990539733120892

84351228,2009-10-22 15:29:47+00:00,350694,743,False,none,0.0022644003069021944,0.9978858230635932

20609518,2009-02-11 18:34:22+00:00,18758568,0,True,blue,0.12112242335553411,1.0

1367531,2007-03-17 19:01:26+00:00,24109244,262,True,blue,0.1556712675802263,0.9999891329171158

79293791,2009-10-02 21:37:33+00:00,108301608,977,True,blue,0.6992939553947348,0.9999909789780179

14230524,2008-03-26 22:37:48+00:00,83950236,114068,True,blue,0.5420592886188861,0.9986430863687398

133880286,2010-04-16 22:04:13+00:00,19228170,237,True,blue,0.1241546021579142,0.9999876744859831

23083404,2009-03-06 16:25:53+00:00,52705295,188,True,blue,0.34031345324804724,0.9999964330086871

21447363,2009-02-20 23:45:56+00:00,107190088,242,True,blue,0.6921169685368818,0.9999977423336601

115485051,2010-02-18 20:17:16+00:00,27780739,1,True,blue,0.1793777878080884,0.9999999640038386

180505807,2010-08-19 20:11:11+00:00,33177223,245,True,business,0.21422241025897945,0.9999926154702342

23151437,2009-03-07 02:02:31+00:00,37009075,563,True,blue,0.2389643415289863,0.9999847877463702

7144422,2007-06-29 03:44:14+00:00,3785779,239,True,business,0.024444441962120488,0.999936872988982

2367911,2007-03-26 22:30:49+00:00,17493938,29367,True,business,0.11295681869700638,0.9983241175109375

1344951,2007-03-17 09:57:25+00:00,10036533,454,True,business,0.06480501065154808,0.9999547673021795

14293310,2008-04-03 13:54:30+00:00,19343015,514,True,business,0.12489614621982055,0.9999734278062705

3108351,2007-04-01 06:22:13+00:00,20541994,1094,True,business,0.13263784814676907,0.9999467460782916

972651,2007-03-12 01:28:01+00:00,9146858,2672,True,business,0.05906045744264456,0.9997079631412761

807095,2007-03-02 20:41:42+00:00,55034132,874,False,none,0.3553505488856264,0.9999841191986061

5988062,2007-05-12 13:04:50+00:00,27165445,154,True,business,0.17540488857846065,0.9999943310655509

1652541,2007-03-20 17:46:05+00:00,25689808,1240,False,business,0.1658768302835476,0.9999517341604749

