author,created_at,followers,following,verified,verified_type,followers_impact,ffproportion
350628549,2011-08-08 02:25:47+00:00,351236,44,False,none,0.0022678999532216096,0.9998747437941243

2602158362,2014-07-03 19:42:59+00:00,480827,5,False,none,0.0031046576398993464,0.9999896013576467

22940219,2009-03-05 16:33:48+00:00,22195866,0,True,blue,0.14331675415707135,1.0

27260086,2009-03-28 16:41:22+00:00,111728113,276869,True,blue,0.7214185967447491,0.9975280653140947

813286,2007-03-05 22:08:25+00:00,131941116,551195,True,blue,0.8519321789463692,0.9958397963184444

1339835893,2013-04-09 18:04:35+00:00,31305725,987,True,blue,0.2021383123115756,0.9999684732143063

1636590253,2013-07-31 22:41:25+00:00,14240709,70,True,blue,0.09195100523563232,0.9999950845385636

50393960,2009-06-24 18:44:10+00:00,63645572,581,True,blue,0.410953859403827,0.999990871404278

215952307,2010-11-15 11:40:04+00:00,10577241,2483,True,blue,0.06829631464062251,0.999765305786805

266135518,2011-03-14 18:36:41+00:00,8949702,998,True,blue,0.057787438494765184,0.9998885003407555

26565946,2009-03-25 19:10:50+00:00,61408840,337,True,blue,0.39651147764862743,0.9999945122208689

44196397,2009-06-02 20:12:29+00:00,156341749,425,True,blue,1.009484919665651,0.999997281603619

268414482,2011-03-18 18:36:02+00:00,46533134,77,True,blue,0.30046035264567095,0.9999983452678561

3131144855,2015-04-01 20:15:49+00:00,4709965,463,True,government,0.03041182966203754,0.9999017074456928

288333760,2011-04-26 17:26:43+00:00,8292298,81,True,blue,0.05354263869961976,0.9999902319949437

382267114,2011-09-29 19:34:47+00:00,11480899,165,True,business,0.07413115485041973,0.9999856285096921

15485441,2008-07-18 19:46:50+00:00,50255084,10834,True,blue,0.3244926563699281,0.9997844662858838

20536157,2009-02-10 19:14:39+00:00,30482850,294,True,business,0.19682508082617198,0.999990355325553

74286565,2009-09-14 22:35:42+00:00,13390708,2437,True,business,0.08646262355454518,0.9998180412442336

3004231,2007-03-30 19:05:42+00:00,20740073,2774,True,blue,0.1339168268244507,0.999866267152238

15846407,2008-08-14 03:50:42+00:00,75155463,25358,True,blue,0.4852722130477753,0.9996627065299007

17842366,2008-12-03 17:38:39+00:00,9188578,618,True,business,0.05932983981247113,0.9999327471086698

25073877,2009-03-18 13:46:38+00:00,87314361,51,True,blue,0.5637811477965662,0.9999994159039861

25365536,2009-03-19 19:21:56+00:00,75166117,125,True,blue,0.4853410049885263,0.9999983370194295

15492359,2008-07-19 13:22:50+00:00,11188793,688,True,business,0.07224505210543986,0.9999385136808401

17471979,2008-11-18 21:28:10+00:00,29149850,195,True,business,0.18821801709225972,0.9999933104734486

11348282,2007-12-19 20:20:32+00:00,76617352,175,True,government,0.4947115017161213,0.999997715927323

759251,2007-02-09 00:35:02+00:00,61660921,1090,True,business,0.3981391424896689,0.9999823229897579

18735898,2009-01-07 20:09:17+00:00,280837,266,False,none,0.0018133398033313701,0.9990537276372006

84351228,2009-10-22 15:29:47+00:00,350526,742,False,none,0.002263315545681416,0.9978876527323867

20609518,2009-02-11 18:34:22+00:00,18754598,0,True,blue,0.1210967894147812,1.0

1367531,2007-03-17 19:01:26+00:00,24125235,262,True,blue,0.15577452006047313,0.9999891401200979

79293791,2009-10-02 21:37:33+00:00,108332407,977,True,blue,0.6994928218282987,0.9999909815426794

14230524,2008-03-26 22:37:48+00:00,83943283,114054,True,blue,0.5420143937095523,0.9986431404554251

133880286,2010-04-16 22:04:13+00:00,19225667,237,True,blue,0.12413844050710701,0.9999876728813376

23083404,2009-03-06 16:25:53+00:00,52709182,188,True,blue,0.3403385512651018,0.9999964332717314

21447363,2009-02-20 23:45:56+00:00,107189256,241,True,blue,0.6921115963860741,0.9999977516453874

115485051,2010-02-18 20:17:16+00:00,27775511,1,True,blue,0.17934403107200372,0.9999999639970633

180505807,2010-08-19 20:11:11+00:00,33187818,245,True,business,0.21429082124192078,0.999992617827681

23151437,2009-03-07 02:02:31+00:00,37008307,563,True,blue,0.23895938262054847,0.9999847874306889

7144422,2007-06-29 03:44:14+00:00,3784915,239,True,business,0.024438863190127915,0.9999368585795981

2367911,2007-03-26 22:30:49+00:00,17495479,29357,True,business,0.11296676879844221,0.9983248345376813

1344951,2007-03-17 09:57:25+00:00,10034846,454,True,business,0.0647941178409561,0.9999547596982651

14293310,2008-04-03 13:54:30+00:00,19346798,514,True,business,0.12492057271802413,0.9999734330019592

3108351,2007-04-01 06:22:13+00:00,20547990,1093,True,business,0.1326765637912916,0.99994681027859

972651,2007-03-12 01:28:01+00:00,9145239,2671,True,business,0.05905000370207051,0.9997080207391633

807095,2007-03-02 20:41:42+00:00,55040062,875,False,none,0.3553888383739551,0.9999841027415649

5988062,2007-05-12 13:04:50+00:00,27168740,154,True,business,0.17542616410359435,0.9999943317530703

1652541,2007-03-20 17:46:05+00:00,25696120,1238,False,business,0.16591758631227113,0.9999518238411902

