author,created_at,followers,following,verified,verified_type,followers_impact,ffproportion
1652541,2007-03-20 17:46:05+00:00,25731947,1235,True,business,0.1661489180995141,0.999952007489785
25999072,2009-03-23 13:23:16+00:00,7251,4748,False,none,4.6819069118227885e-05,0.604300358363197
1231224926,2013-03-01 20:05:55+00:00,32292,1790,False,none,0.00020850660322242656,0.9474796080042251
227088399,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68413067,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15319103,2008-07-04 17:06:44+00:00,13513,1740,True,blue,8.725225224032732e-05,0.8859240805087524
87818409,2009-11-05 23:49:19+00:00,10899376,1043,True,business,0.07037631199690446,0.9999043156047488
18725815,2009-01-07 15:56:57+00:00,134828,3838,True,blue,0.000870572534970684,0.9723219823172227
16973333,2008-10-26 00:00:29+00:00,3617474,457,True,business,0.023357711383173673,0.9998736847109577
2164349064,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75060487,2009-09-17 17:06:55+00:00,10158,3016,False,none,6.558931238490676e-05,0.771064217397905
2886154223,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23286093,2009-03-08 07:04:10+00:00,13623,14111,False,none,8.796251256345587e-05,0.49120213456407297
49946953,2009-06-23 11:06:45+00:00,51472,9368,True,blue,0.0003323501759279307,0.8460223537146614
196994616,2010-09-30 12:07:59+00:00,1294912,423,True,government,0.008361132868572985,0.9996734435493521
18725815,2009-01-07 15:56:57+00:00,134828,3838,True,blue,0.000870572534970684,0.9723219823172227
34655603,2009-04-23 16:23:40+00:00,2077347,366,True,blue,0.013413246831546455,0.9998238447754815
159491022,2010-06-25 14:33:44+00:00,10455,980,False,none,6.750701525735381e-05,0.9142982072584172
16683666,2008-10-10 14:26:35+00:00,258776,926,False,business,0.0016708938670719265,0.9964343747834056
227088399,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20304663,2009-02-07 11:26:58+00:00,11361,2421,False,none,7.335697755512164e-05,0.824336090552895
365939318,2011-09-01 08:42:25+00:00,58531,1703,False,none,0.0003779295179366979,0.9717269316332968
18725815,2009-01-07 15:56:57+00:00,134828,3838,True,blue,0.000870572534970684,0.9723219823172227
2240567468,NaN,NaN,NaN,NaN,NaN,NaN,NaN
315878798,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122928586,2010-03-14 11:15:26+00:00,36612,1188,False,none,0.000236400463185293,0.9685714285714285
14293310,2008-04-03 13:54:30+00:00,19357804,511,True,business,0.12499163749180917,0.9999736030744412
807242,2007-03-02 21:32:31+00:00,4805,1180,False,none,3.102546229666046e-05,0.8028404344193818
365939318,2011-09-01 08:42:25+00:00,58531,1703,False,none,0.0003779295179366979,0.9717269316332968
469194846,2012-01-20 10:18:16+00:00,235251,2899,True,blue,0.001518995011602845,0.9878269997900483
14275129,2008-04-01 14:38:29+00:00,131089,315,False,none,0.0008464301408963419,0.9976028126997656
123661002,2010-03-16 20:46:18+00:00,221481,500,False,none,0.001430083332971208,0.9977475549709209
47596039,2009-06-16 10:48:33+00:00,18927,1478,False,none,0.00012220997396230853,0.9275667728497917
87818409,2009-11-05 23:49:19+00:00,10899376,1043,True,business,0.07037631199690446,0.9999043156047488
1367531,2007-03-17 19:01:26+00:00,24219709,261,True,blue,0.15638453036744807,0.9999892237686504
1090556088,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243249906,2011-01-26 16:53:26+00:00,83413,643,True,blue,0.0005385904030283744,0.9923503378699914
21282561,2009-02-19 08:01:41+00:00,42348,4851,False,none,0.00027343731058043227,0.8972223987796352
563108711,2012-04-25 18:53:52+00:00,194,1307,False,none,1.2526409335176128e-06,0.12924716855429713
16887175,2008-10-21 14:58:45+00:00,1392252,4057,True,business,0.00898964868542146,0.9970944826682346
56760430,2009-07-14 17:43:19+00:00,7234,448,False,none,4.6709301613744386e-05,0.9416818536839364
21733692,2009-02-24 05:57:37+00:00,317208,1960,False,none,0.0020481841507178087,0.9938590334870664
42970367,2009-05-27 21:20:58+00:00,50863,4994,False,none,0.00032841791650261,0.910593121721539
87297341,2009-11-03 22:16:34+00:00,11679,1028,False,none,7.541027558016597e-05,0.9190997088219092
17441447,2008-11-17 13:41:30+00:00,2252089,1931,True,blue,0.014541540553220345,0.9991433084001029
17442320,2008-11-17 14:37:21+00:00,73954,18007,False,none,0.0004775144721513481,0.8041887321799458
732393506,2012-08-02 07:49:54+00:00,73503,955,False,none,0.00047460240482652107,0.9871739772757796
1277654299,2013-03-18 12:41:04+00:00,1494,700,False,none,9.646626570491306e-06,0.6809480401093893
18424289,2008-12-28 08:02:32+00:00,2170167,168,True,business,0.014012577406026377,0.9999225925951524
25390350,2009-03-19 21:32:28+00:00,699446,981,False,government,0.004516261290645155,0.9985994257788463
