author,created_at,followers,following,verified,verified_type,followers_impact,ffproportion
16343974,2008-09-18 06:50:54+00:00,3397675,807,True,business,0.021938488576234302,0.9997625410403822
373564351,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187303839,2010-09-05 21:19:24+00:00,283395,169720,False,none,0.001829856584300123,0.6254372510289882
50348344,2009-06-24 16:12:26+00:00,48841,124,False,none,0.0003153620403811017,0.9974675788828755
487600344,2012-02-09 14:55:09+00:00,137466,52214,True,blue,0.0008876058689017122,0.7247258540700127
612419570,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14138785,2008-03-13 11:27:48+00:00,755607,199,False,none,0.004878887927074448,0.9997367049216334
2461887810,2014-04-24 16:23:55+00:00,105334,449,False,none,0.0006801323716038362,0.9957554616526285
458992712,2012-01-09 05:08:09+00:00,37696,1638,True,blue,0.00024339975582412336,0.9583566380230844
2453770044,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166612219,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2891439673,2014-11-06 00:53:03+00:00,38720,45,True,blue,0.00025001163374124727,0.9988391590352121
358204197,2011-08-19 15:06:55+00:00,195387,3721,False,none,0.0012615966705010607,0.9813116499588164
7587032,2007-07-19 14:42:53+00:00,8474707,25,True,business,0.05472043756581571,0.9999970500542082
87165980,2009-11-03 10:58:13+00:00,51940,1039,False,none,0.00033537201075724125,0.9803884558032427
1652541,2007-03-20 17:46:05+00:00,25753492,1234,True,business,0.16628803226916686,0.999952086463665
292777349,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1652541,2007-03-20 17:46:05+00:00,25753492,1234,True,business,0.16628803226916686,0.999952086463665
1994321,2007-03-23 09:40:48+00:00,4192646,455,True,business,0.027071546388396314,0.9998914884234842
7587032,2007-07-19 14:42:53+00:00,8474705,25,True,business,0.05472042465199165,0.999997050053512
380648579,2011-09-27 00:35:10+00:00,2446579,634,True,blue,0.015797345373631894,0.9997409297842076
1994321,2007-03-23 09:40:48+00:00,4192646,455,True,business,0.027071546388396314,0.9998914884234842
7587032,2007-07-19 14:42:53+00:00,8474707,25,True,business,0.05472043756581571,0.9999970500542082
15108702,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6017542,2007-05-13 23:06:45+00:00,9479383,538,True,business,0.061207542114902,0.9999432484722183
2566535282,2014-06-14 05:49:56+00:00,431124,1317,False,none,0.002783729741349728,0.9969544978390116
380648579,2011-09-27 00:35:10+00:00,2446577,634,True,blue,0.01579733245980784,0.9997409295724806
5402612,2007-04-22 14:42:37+00:00,51732971,3,True,business,0.3340352427169051,0.9999999420099065
1280328260,2013-03-19 12:45:45+00:00,1760,2612,False,none,1.1364165170056694e-05,0.4025617566331198
1994321,2007-03-23 09:40:48+00:00,4192646,455,True,business,0.027071546388396314,0.9998914884234842
428333,2007-01-02 01:48:14+00:00,63929912,122,True,blue,0.41278981776999396,0.9999980916637711
