author,created_at,followers,following,verified,verified_type,followers_impact,ffproportion
16834659,2008-10-18 02:39:23+00:00,676366,14313,False,none,0.00436723576102873,0.9792769144566434
74264602,2009-09-14 21:07:45+00:00,22735,1184,False,none,0.00014679789496661302,0.9504996028262052
89457976,2009-11-12 14:32:13+00:00,26727,2183,True,blue,0.0001725738877841507,0.9244897959183673
8973062,2007-09-19 12:52:21+00:00,1324413,306,True,blue,0.008551618230324031,0.9997690076159548
21851493,2009-02-25 09:57:03+00:00,10755,521,False,none,6.944408886588622e-05,0.9537956722241929
92771309,2009-11-26 15:08:39+00:00,395389,5388,False,none,0.0025529919900133782,0.9865561147471037
34262462,2009-04-22 12:55:28+00:00,361149,319,False,none,0.002331907322159548,0.9991174875784302
64643056,2009-08-11 06:12:45+00:00,3160520,677,True,business,0.020407199604129306,0.9997858406167031
7309052,2007-07-07 06:52:31+00:00,1073159,2307,True,business,0.00692929325553004,0.9978548833714873
100936791,2010-01-01 08:32:13+00:00,43430,239,True,blue,0.00028042368939520577,0.9945270100070989
92771309,2009-11-26 15:08:39+00:00,395389,5388,False,none,0.0025529919900133782,0.9865561147471037
64643056,2009-08-11 06:12:45+00:00,3160520,677,True,business,0.020407199604129306,0.9997858406167031
3108351,2007-04-01 06:22:13+00:00,20604834,1094,True,business,0.1330436004986363,0.9999469084818698
28139873,2009-04-01 16:41:13+00:00,371358,800,False,none,0.0023978259370579054,0.9978503753781995
18424289,2008-12-28 08:02:32+00:00,2187922,168,True,business,0.014127219879091352,0.9999232207084717
17895820,2008-12-05 12:05:48+00:00,1022008,907,True,business,0.006599015748363239,0.9991133183109056
26574283,2009-03-25 19:48:57+00:00,783672,54,True,business,0.005060101163152653,0.9999310983685625
7744592,2007-07-26 19:56:22+00:00,4135845,7583,True,business,0.02670478732826882,0.9981698728685523
16887175,2008-10-21 14:58:45+00:00,1393300,4053,True,business,0.008996415529227267,0.9970995160134912
2487323707,2014-05-10 08:49:11+00:00,151,175,False,none,9.749937162946367e-07,0.46319018404907975
827765124,2012-09-16 21:26:12+00:00,5749,702,False,none,3.712078725150905e-05,0.8911796620678964
7744592,2007-07-26 19:56:22+00:00,4135845,7583,True,business,0.02670478732826882,0.9981698728685523
38400130,2009-05-07 09:14:43+00:00,1258076,178,True,blue,0.00812328605709332,0.9998585341274496
5943072,2007-05-10 23:12:41+00:00,17725,784,False,none,0.0001144487657041221,0.9576422281052461
89457976,2009-11-12 14:32:13+00:00,26727,2183,True,blue,0.0001725738877841507,0.9244897959183673
2566535282,2014-06-14 05:49:56+00:00,431016,1318,False,none,0.0027830323948506565,0.9969514310694972
6017542,2007-05-13 23:06:45+00:00,9480004,538,True,business,0.061211551857271666,0.99994325218959
134196350,2010-04-17 18:27:21+00:00,1064092,600,True,business,0.006870748434168163,0.9994364567405409
2280470022,2014-01-07 11:38:00+00:00,239479,1813,True,blue,0.0015462948356590948,0.992486282180926
64643056,2009-08-11 06:12:45+00:00,3160520,677,True,business,0.020407199604129306,0.9997858406167031
24165761,2009-03-13 12:55:21+00:00,253203,1227,False,none,0.0016349094963374231,0.9951774554887395
134196350,2010-04-17 18:27:21+00:00,1064092,600,True,business,0.006870748434168163,0.9994364567405409
3108351,2007-04-01 06:22:13+00:00,20604834,1094,True,business,0.1330436004986363,0.9999469084818698
22993014,2009-03-05 22:51:02+00:00,877830,255,True,blue,0.005668071085926629,0.9997095953125267
225227311,2010-12-11 01:33:10+00:00,12026,361,False,none,7.765082405403511e-05,0.9708565431500767
28785486,2009-04-04 12:40:32+00:00,17854001,436,True,business,0.11528171381270305,0.9999755802997317
81305054,2009-10-10 07:33:26+00:00,1172876,868748,True,blue,0.0075731571522701215,0.5744818830499642
58913244,2009-07-21 20:38:03+00:00,81870,1173,False,none,0.0005286273877684895,0.9858747877605578
26282046,2009-03-24 17:41:22+00:00,256950,47,False,business,0.0016591035457079928,0.9998171184877644
29904219,2009-04-09 03:02:16+00:00,19821,10185,True,blue,0.00012798245331573506,0.6605678864227155
428333,2007-01-02 01:48:14+00:00,63932982,122,True,blue,0.4128096404899213,0.9999980917554073
2566535282,2014-06-14 05:49:56+00:00,431016,1318,False,none,0.0027830323948506565,0.9969514310694972
17990493,2008-12-09 13:03:28+00:00,189917,394,False,none,0.001226277361705487,0.9979297045362591
1652541,2007-03-20 17:46:05+00:00,25756984,1234,True,business,0.1663105798059702,0.9999520929592257
2280470022,2014-01-07 11:38:00+00:00,239479,1813,True,blue,0.0015462948356590948,0.992486282180926
21866939,2009-02-25 13:51:23+00:00,2635477,1564,True,business,0.0170170431419804,0.999406911003659
271413771,2011-03-24 13:20:16+00:00,198334,2138,False,none,0.0012806251902488773,0.9893351690011573
55186601,2009-07-09 09:04:01+00:00,807556,455,True,blue,0.005214318050039944,0.9994368888542359
342692032,2011-07-26 12:41:53+00:00,17123,417,False,none,0.00011056170466300042,0.9762257696693273
21123640,2009-02-17 19:59:05+00:00,2732,2600,False,none,1.7640283661701638e-05,0.5123780945236309
