author,created_at,followers,following,verified,verified_type,followers_impact,ffproportion
350628549,2011-08-08 02:25:47+00:00,351230,44,False,none,0.0022678612117494387,0.9998747416546627

2602158362,2014-07-03 19:42:59+00:00,480877,5,False,none,0.0031049804855007683,0.9999896024388519

22940219,2009-03-05 16:33:48+00:00,22195571,0,True,blue,0.14331484936802297,1.0

27260086,2009-03-28 16:41:22+00:00,111725163,276847,True,blue,0.7213995488542652,0.9975281961457656

813286,2007-03-05 22:08:25+00:00,131961326,551159,True,blue,0.8520626731384641,0.9958407013497634

1339835893,2013-04-09 18:04:35+00:00,31305990,986,True,blue,0.20214002339326315,0.9999685054219226

1636590253,2013-07-31 22:41:25+00:00,14245742,70,True,blue,0.09198350287387146,0.9999950862751804

50393960,2009-06-24 18:44:10+00:00,63660437,581,True,blue,0.41104984140112977,0.9999908735358269

215952307,2010-11-15 11:40:04+00:00,10576723,2484,True,blue,0.06829296996019178,0.9997651997923852

266135518,2011-03-14 18:36:41+00:00,8950949,997,True,blue,0.05779549026406465,0.9998886275676819

26565946,2009-03-25 19:10:50+00:00,61407489,337,True,blue,0.396502754360477,0.9999945121001352

44196397,2009-06-02 20:12:29+00:00,156475371,425,True,blue,1.0103477051647154,0.9999972839249848

268414482,2011-03-18 18:36:02+00:00,46533069,77,True,blue,0.3004599329463891,0.9999983452655447

3131144855,2015-04-01 20:15:49+00:00,4710088,463,True,government,0.03041262386221704,0.9999017100122682

288333760,2011-04-26 17:26:43+00:00,8292164,81,True,blue,0.053541773473407946,0.999990231837096

382267114,2011-09-29 19:34:47+00:00,11481461,165,True,business,0.0741347836349797,0.9999856292131446

15485441,2008-07-18 19:46:50+00:00,50253944,10835,True,blue,0.32448529549021565,0.9997844415072431

20536157,2009-02-10 19:14:39+00:00,30496028,294,True,business,0.19691017001288277,0.9999903594931874

74286565,2009-09-14 22:35:42+00:00,13396169,2437,True,business,0.0864978847511325,0.9998181154069311

3004231,2007-03-30 19:05:42+00:00,20739912,2773,True,blue,0.13391578726161413,0.9998663143175534

15846407,2008-08-14 03:50:42+00:00,75152818,25358,True,blue,0.48525513451546004,0.9996626946628766

17842366,2008-12-03 17:38:39+00:00,9188418,618,True,business,0.059328806706546576,0.9999327459376588

25073877,2009-03-18 13:46:38+00:00,87320606,51,True,blue,0.5638214712121838,0.9999994159457596

25365536,2009-03-19 19:21:56+00:00,75170654,125,True,blue,0.4853702999983993,0.9999983371198002

15492359,2008-07-19 13:22:50+00:00,11188549,688,True,business,0.07224347661890491,0.9999385123400282

17471979,2008-11-18 21:28:10+00:00,29153618,195,True,business,0.1882423467367829,0.99999331133804

11348282,2007-12-19 20:20:32+00:00,76654842,175,True,government,0.49495357134806756,0.9999977170444043

759251,2007-02-09 00:35:02+00:00,61664662,1090,True,business,0.3981632977975673,0.9999823240621472

18735898,2009-01-07 20:09:17+00:00,280822,266,False,none,0.0018132429496509435,0.9990536771402551

84351228,2009-10-22 15:29:47+00:00,350510,742,False,none,0.002263212235088961,0.9978875565121338

20609518,2009-02-11 18:34:22+00:00,18753866,0,True,blue,0.12109206295517638,1.0

1367531,2007-03-17 19:01:26+00:00,24128180,262,True,blue,0.15579353566639687,0.9999891414456018

79293791,2009-10-02 21:37:33+00:00,108335669,977,True,blue,0.6995138842753356,0.9999909818142237

14230524,2008-03-26 22:37:48+00:00,83942168,114041,True,blue,0.5420071942526407,0.9986432769053384

133880286,2010-04-16 22:04:13+00:00,19225266,237,True,blue,0.12413585128538361,0.9999876726242221

23083404,2009-03-06 16:25:53+00:00,52710188,188,True,blue,0.3403450469186024,0.9999964333398039

21447363,2009-02-20 23:45:56+00:00,107188049,241,True,blue,0.6921038028932558,0.9999977516200697

115485051,2010-02-18 20:17:16+00:00,27774393,1,True,blue,0.1793368122443559,0.9999999639956141

180505807,2010-08-19 20:11:11+00:00,33187731,245,True,business,0.21429025949057431,0.9999926178083292

23151437,2009-03-07 02:02:31+00:00,37007950,563,True,blue,0.2389570775029543,0.9999847872839419

7144422,2007-06-29 03:44:14+00:00,3784767,239,True,business,0.024437907567147706,0.9999368561106641

2367911,2007-03-26 22:30:49+00:00,17497226,29354,True,business,0.1129780490237559,0.998325172395299

1344951,2007-03-17 09:57:25+00:00,10034546,453,True,business,0.06479218076734757,0.999954857992512

14293310,2008-04-03 13:54:30+00:00,19347373,514,True,business,0.1249242854424405,0.9999734337915039

3108351,2007-04-01 06:22:13+00:00,20549370,1094,True,business,0.13268547432989086,0.9999467651922603

972651,2007-03-12 01:28:01+00:00,9144998,2672,True,business,0.05904844758627166,0.9997079037612857

807095,2007-03-02 20:41:42+00:00,55041218,876,False,none,0.35539630256425997,0.9999840849078162

5988062,2007-05-12 13:04:50+00:00,27169338,154,True,business,0.17543002533698737,0.9999943318778283

1652541,2007-03-20 17:46:05+00:00,25696968,1238,False,business,0.16592306177367125,0.999951825430927

